name	pos	part	name_agreement_percent	H	subjective_complexity	familiarity	age_of_acquisition	imageability	image_agreement	frequency	frequency_log	syllables	phonemes	arguments	reflexivity	instrumentality	name_relation
600. тюлень (a seal)	noun	1	83	1.07	2.59	3.14	2.57	1.56	4.33	2.6	0.5563025008	2	5	NR	NR	NR	NR
601. тюрьма (a prison)	noun	2	85	1.16	2.49	2.29	2.43	1.67	3.01	75.4	1.8830933586	2	5	NR	NR	NR	NR
602. тяпка (a hoe)	noun	2	42	2.9	2.82	2.33	2.47	1.42	3.73	0.5	0.1760912591	2	5	NR	NR	NR	NR
603. уборщик (a male janitor)	noun	2	35	2.33	3.9	3.47	2.71	1.55	2.93	1.2	0.3424226808	3	7	NR	NR	NR	NR
604. уборщица (a female janitor)	noun	2	35	2.33	3.9	3.47	2.4	1.39	2.5	8.2	0.9637878273	4	8	NR	NR	NR	NR
605. удочка (a fishing rod)	noun	1	98	0.16	2.35	3.45	1.97	1.15	4.56	8.8	0.9912260757	3	6	NR	NR	NR	NR
606. узбек (an Uzbek)	noun	2	31	3.57	3.01	3	3.35	2.26	3.4	4.2	0.7160033436	2	5	NR	NR	NR	NR
607. украшения (jewellery)	noun	1	51	2.68	3.73	3.91	1.98	1.77	3.42	19.6	1.3138672204	5	10	NR	NR	NR	NR
608. улитка (a snail)	noun	1	98	0.16	3.38	3.69	1.89	1.1	4.09	3	0.6020599913	3	6	NR	NR	NR	NR
609. улица (a street)	noun	1	62	1.65	3.46	4.87	1.33	1.61	3.72	337.8	2.5299434017	3	5	NR	NR	NR	NR
610. унитаз (a toilet bowl)	noun	1	87	0.71	2.54	4.81	1.86	1.06	4.67	8.7	0.9867717343	3	6	NR	NR	NR	NR
611. усы (a moustache)	noun	1	95	0.38	2.16	3.95	1.6	1.08	4.52	29.4	1.4828735836	2	3	NR	NR	NR	NR
612. утка (a duck)	noun	1	83	0.37	2.83	4.19	1.3	1.08	4.2	13.1	1.1492191127	2	4	NR	NR	NR	NR
613. утюг (an iron)	noun	1	100	0	3.14	4.6	1.68	1.06	4.39	8.7	0.9867717343	2	4	NR	NR	NR	NR
614. ухо (an ear)	noun	1	100	0	3.16	4.77	1.17	1.04	4.72	139.3	2.147057671	2	3	NR	NR	NR	NR
615. учитель (1) (a teacher)	noun	2	43	2.21	2.98	4.11	1.85	1.41	2.97	113.8	2.0599418881	3	6	NR	NR	NR	NR
616. учитель (2) (a teacher)	noun	2	38	2.73	3.34	4.61	1.8	1.2	4.15	113.8	2.0599418881	3	6	NR	NR	NR	NR
617. фартук (an apron)	noun	2	94	0.43	2.85	3.86	1.98	1.09	4.34	6.1	0.8512583487	2	6	NR	NR	NR	NR
618. фен (a hairdryer)	noun	1	97	0.22	3.13	4.47	2.49	1.1	3.8	2	0.4771212547	1	3	NR	NR	NR	NR
619. фея (1) (a fairy)	noun	1	89	0.74	2.73	3.04	2.01	1.61	2.8	5.4	0.806179974	2	4	NR	NR	NR	NR
620. фея (2) (an elf)	noun	2	44	2.12	3.72	2.54	1.98	1.47	3.05	5.4	0.806179974	2	4	NR	NR	NR	NR
621. фига (a fico)	noun	1	60	1.47	2.74	3.62	2.44	1.48	4.08	6.9	0.8976270913	2	4	NR	NR	NR	NR
622. флаг (a flag)	noun	1	95	0.36	2.19	4.3	1.83	1.1	4.47	29.4	1.4828735836	1	4	NR	NR	NR	NR
623. флешка (a flash drive)	noun	2	88	0.78	2.42	4.78	4.76	1.17	4.8	0	0	2	6	NR	NR	NR	NR
624. фляга (a flask)	noun	2	58	1.76	2.19	3	2.92	1.16	4.27	3.5	0.6532125138	2	5	NR	NR	NR	NR
625. фонарик (a flashlight)	noun	1	58	0.98	3.1	4.22	1.87	1.11	4.29	10.1	1.0453229788	3	7	NR	NR	NR	NR
626. фонарь (a lantern)	noun	1	98	0.16	2.89	4.4	1.85	1.18	3.33	32.9	1.5301996982	2	5	NR	NR	NR	NR
627. фонтан (a fountain)	noun	1	99	0.08	3.47	4.16	1.99	1.16	4.18	18.4	1.2878017299	2	6	NR	NR	NR	NR
628. форточка (a vent pane)	noun	1	98	0.16	2.81	4.55	1.84	1.17	4.62	10	1.0413926852	3	8	NR	NR	NR	NR
629. фотоаппарат (1) (a camera)	noun	1	97	0.24	3.71	4.4	2.07	1.17	4.02	8.5	0.9777236053	5	10	NR	NR	NR	NR
630. фотоаппарат (2) (a camera)	noun	1	99	0.08	3.94	4.47	2.11	1.12	4.32	8.5	0.9777236053	5	10	NR	NR	NR	NR
631. фотография (a photograph)	noun	1	39	2.2	2.47	4.34	1.77	1.19	3.47	97.2	1.9921114878	5	11	NR	NR	NR	NR
632. футболка (a blouse)	noun	2	29	2.88	1.67	4.49	2.16	1.03	3.47	4.4	0.7323937598	3	8	NR	NR	NR	NR
633. халат (a bathrobe)	noun	1	100	0	2.52	4.45	1.68	1.07	4.01	36.1	1.5693739096	2	5	NR	NR	NR	NR
634. хвост (a tail)	noun	1	95	0.4	2	4.23	1.24	1.19	3.49	55.4	1.751279104	1	5	NR	NR	NR	NR
635. хлеб (1) (bread)	noun	1	88	0.67	2.61	4.71	1.12	1.03	3.81	107.4	2.0350292822	1	4	NR	NR	NR	NR
636. хлеб (2) (bread)	noun	1	54	2.63	1.92	4.11	1.13	1	3	107.4	2.0350292822	1	4	NR	NR	NR	NR
637. хобот (a trunk)	noun	1	97	0.19	3.18	2.61	1.84	1.09	3.91	3.4	0.6434526765	2	5	NR	NR	NR	NR
638. холодильник (a refrigerator)	noun	1	98	0.16	2.4	4.91	1.49	1.05	3.99	29.1	1.4785664956	4	10	NR	NR	NR	NR
639. хомяк (a hamster)	noun	2	57	2.28	3.5	3.11	2.07	1.15	3.5	1.1	0.3222192947	2	5	NR	NR	NR	NR
640. цапля (a heron)	noun	1	87	0.82	3.61	2.79	2.13	1.12	3.99	2	0.4771212547	2	5	NR	NR	NR	NR
641. цветок (1) (a flower)	noun	1	65	1.58	3.15	4.25	1.16	1.07	3.86	92.4	1.9703468762	2	6	NR	NR	NR	NR
642. цветок (2) (a flower)	noun	2	78	0.82	2.28	4.21	1.14	1.03	3.49	92.4	1.9703468762	2	6	NR	NR	NR	NR
643. цепь (a chain)	noun	1	95	0.35	2.22	4.24	2.06	1.18	4.68	51.5	1.7201593034	1	3	NR	NR	NR	NR
644. церковь (a church)	noun	1	61	1.39	3.23	3.78	2.16	1.2	4.03	178.6	2.2543063323	2	6	NR	NR	NR	NR
645. цилиндр (a cylinder)	noun	1	96	0.32	1.19	3.86	2.82	1.12	3.84	12.5	1.1303337685	2	7	NR	NR	NR	NR
646. цыпленок (a chick)	noun	1	70	0.94	2.68	3.54	1.39	1.1	4.42	6.8	0.8920946027	3	8	NR	NR	NR	NR
647. чай (tea)	noun	1	60	1.71	3.85	4.64	1.31	1.29	3.34	106.8	2.0326187609	1	3	NR	NR	NR	NR
648. чайник (a tea-kettle)	noun	1	76	1.01	2.96	4.91	1.42	1.03	2.61	21.5	1.3521825181	2	6	NR	NR	NR	NR
649. часы (1) (a watch)	noun	1	96	0.27	3.33	4.85	1.38	1.11	3.42	72.5	1.8662873391	2	4	NR	NR	NR	NR
650. часы (2) (a clock)	noun	2	95	0.35	2.61	4.83	1.4	1.11	3.54	72.5	1.8662873391	2	4	NR	NR	NR	NR
651. чашка (a cup)	noun	2	82	1.1	2.15	4.82	1.16	1.09	4.25	33.3	1.53529412	2	5	NR	NR	NR	NR
652. чемодан (a suitcase)	noun	1	94	0.41	2.26	4.17	1.94	1.13	4.27	42.8	1.6414741105	3	7	NR	NR	NR	NR
653. червь (a worm)	noun	2	51	1.81	2.53	3.55	1.8	1.08	4.59	9.9	1.0374264979	1	4	NR	NR	NR	NR
654. череп (a skull)	noun	1	98	0.16	2.24	3.25	2.58	1.14	4.05	26.8	1.4440447959	2	5	NR	NR	NR	NR
655. черепаха (a tortoise)	noun	1	100	0	3.8	3.76	1.63	1.11	4.53	6.3	0.8633228601	4	8	NR	NR	NR	NR
656. чертеж (a sketch)	noun	1	92	0.62	3.47	3.2	3.2	1.6	3.81	17	1.2552725051	2	6	NR	NR	NR	NR
657. чеснок (a garlic)	noun	2	81	0.96	2.74	4.38	1.89	1.04	4.61	8.5	0.9777236053	2	6	NR	NR	NR	NR
658. шампанское (champagne)	noun	1	65	1.17	2.66	4.13	2.61	1.17	4.24	30.1	1.492760389	4	11	NR	NR	NR	NR
659. шапка (a ear-flapped hat)	noun	1	70	1.09	2.69	4.26	1.17	1.18	3.29	40.6	1.6190933306	2	5	NR	NR	NR	NR
660. шар (a sphere)	noun	1	77	1.17	1.68	3.89	1.38	1.09	3.56	43.7	1.6503075231	1	3	NR	NR	NR	NR
661. шарф (a scarf)	noun	1	91	0.59	3.03	4.54	1.48	1.04	4.27	9.6	1.0253058653	1	4	NR	NR	NR	NR
662. шахматы (chess)	noun	1	98	0.14	3.47	3.85	2.17	1.05	4.56	19	1.3010299957	3	7	NR	NR	NR	NR
663. шашки (draughts)	noun	1	94	0.37	2.62	3.83	2.16	1.19	4.33	9.6	1.0253058653	2	5	NR	NR	NR	NR
664. шашлык (a shashlik)	noun	1	98	0.16	2.93	4.43	2.66	1.17	4.61	10	1.0413926852	2	6	NR	NR	NR	NR
665. швабра (a mop)	noun	2	84	1.11	3.61	3.82	2.06	1.13	2.54	3.4	0.6434526765	2	6	NR	NR	NR	NR
666. шея (a neck)	noun	1	76	1.6	1.42	4.63	1.39	1.17	4.34	85.3	1.9360107957	2	4	NR	NR	NR	NR
667. шип (a thorn)	noun	2	85	0.94	2.4	3.66	2.36	1.49	4.13	6.8	0.8920946027	1	3	NR	NR	NR	NR
668. шишка (a strobile)	noun	1	99	0.08	3.63	4.3	1.42	1.09	4.19	9.4	1.0170333393	2	5	NR	NR	NR	NR
669. шкатулка (a casket)	noun	1	98	0.16	3.63	4.09	2.21	1.15	4.45	5.3	0.7993405495	3	8	NR	NR	NR	NR
670. шкаф (a cupboard)	noun	2	83	1.08	2.51	4.48	1.32	1.04	3.45	48.4	1.6937269489	1	4	NR	NR	NR	NR
671. шлагбаум (a lifting gate)	noun	1	99	0.08	2.9	4.14	2.99	1.24	4	3.5	0.6532125138	3	8	NR	NR	NR	NR
672. шланг (a hose)	noun	2	94	0.43	3.08	3.71	2.21	1.11	4.56	9.2	1.0086001718	1	5	NR	NR	NR	NR
673. шлем (a helmet)	noun	1	94	0.46	3.16	2.88	2.52	1.55	2.86	13.2	1.1522883444	1	4	NR	NR	NR	NR
674. шляпа (a hat)	noun	1	99	0.08	1.78	4.12	1.73	1.22	4.58	34.2	1.5465426635	2	5	NR	NR	NR	NR
675. шмель (a bumble-bee)	noun	2	63	1.08	4.25	3.8	1.84	1.16	4.44	3.5	0.6532125138	1	4	NR	NR	NR	NR
676. шов (a seam)	noun	1	72	1.58	3.26	4.01	2.6	1.6	3.12	17.7	1.2718416065	1	3	NR	NR	NR	NR
677. шоколад (a chocolate bar)	noun	1	70	1.45	2.76	4.61	1.45	1.05	4.35	10.9	1.0755469614	3	7	NR	NR	NR	NR
678. шорты (shorts)	noun	2	99	0.08	2.62	4.42	1.71	1.06	4.32	5.5	0.8129133566	2	5	NR	NR	NR	NR
679. шпага (a rapier)	noun	1	82	0.88	2.5	3.06	2.59	1.16	4.5	5.6	0.8195439355	2	5	NR	NR	NR	NR
680. шприц (a syringe)	noun	1	99	0.08	2.32	4.02	2.06	1.12	4.68	7.8	0.9444826722	1	5	NR	NR	NR	NR
681. штанга (barbells)	noun	2	92	0.53	2.6	3.42	2.73	1.35	4.72	4.2	0.7160033436	2	6	NR	NR	NR	NR
682. штора (a curtain)	noun	1	47	1.83	2.44	4.61	1.88	1.06	4.08	12.4	1.1271047984	2	5	NR	NR	NR	NR
683. шуба (a fur coat)	noun	1	99	0.08	3.32	4.12	1.64	1.14	3.89	18.7	1.2944662262	2	4	NR	NR	NR	NR
684. шуруп (a screw)	noun	2	52	1.86	3.02	3.41	2.67	1.34	4.29	2.1	0.4913616938	2	5	NR	NR	NR	NR
685. щека (a cheek)	noun	1	94	0.48	2.47	4.84	1.32	1.25	3.79	71.3	1.8591382973	2	4	NR	NR	NR	NR
686. щетка (1) (a brush)	noun	1	99	0.08	3.21	4.23	1.7	1.17	3.88	9.9	1.0374264979	2	5	NR	NR	NR	NR
687. щетка (2) (a tooth-brush)	noun	1	96	0.24	2.95	4.98	1.52	1.3	3.26	9.9	1.0374264979	2	5	NR	NR	NR	NR
688. щит (a shield)	noun	1	86	0.87	2.39	2.98	2.32	1.19	4.18	21.9	1.3598354823	1	3	NR	NR	NR	NR
689. юбка (a skirt)	noun	1	96	0.24	2.81	4.65	1.47	1.24	3.76	26.3	1.436162647	2	5	NR	NR	NR	NR
690. юла (a humming top)	noun	1	92	0.49	2.71	3.07	1.36	1.02	4.72	0.5	0.1760912591	2	4	NR	NR	NR	NR
691. яблоко (an apple)	noun	2	96	0.32	1.62	4.8	1.07	1.01	4.67	53	1.7323937598	3	7	NR	NR	NR	NR
692. яйцо (an egg)	noun	1	90	0.67	2.59	4.73	1.22	1.02	2.86	40.2	1.614897216	2	5	NR	NR	NR	NR
693. якорь (an anchor)	noun	1	100	0	2.63	2.69	2.2	1.07	4.51	25.9	1.42975228	2	5	NR	NR	NR	NR
694. яма (a hole)	noun	2	80	1.28	3.3	3.2	1.2	1.18	4	30.2	1.494154594	2	4	NR	NR	NR	NR
695. ящерица (a lizard)	noun	1	98	0.16	3.38	3.67	1.92	1.12	4.59	3.6	0.6627578317	4	8	NR	NR	NR	NR
696. ящик (a box)	noun	1	84	1.1	2.85	3.43	1.71	1.12	3.28	75.4	1.8830933586	2	5	NR	NR	NR	NR
1. барабанить (drum)	verb	NR	84	0.89	2.16	2.85	1.81	1.1	4.5	2.7	0.5682017241	4	9	1	off	on	on
2. бежать (run)	verb	NR	92	0.59	2.24	4.53	1.24	1.03	4.14	143.6	2.160168293	2	5	1	off	off	off
3. бинтовать (bandage tr)	verb	NR	47	2.21	2.77	3.09	2.24	1.18	4.66	0.7	0.2304489214	3	8	2	off	on	on
4. бить (beat)	verb	NR	57	1.49	2.66	3.48	1.34	1.12	4.09	107.5	2.0354297382	1	4	2	off	off	off
5. блеять (bleat)	verb	NR	88	0.8	1.75	2.86	2.47	1.84	4.57	1.3	0.361727836	2	6	1	off	off	off
6. болеть (be ill)	verb	NR	91	0.59	2.12	4.37	1.66	1.23	3.17	68.5	1.8419848046	3	7	1	off	off	off
7. бомбить (bomb)	verb	NR	73	1.34	2.99	2.68	1.42	1.31	4.29	6.4	0.8692317197	2	6	2	off	on	on
8. бороться (wrestle)	verb	NR	82	1.01	2.96	3.31	2.36	1.62	4.26	70.3	1.8530895299	3	6	1	on	off	off
9. бояться (be afraid)	verb	NR	74	1.66	3.1	3.68	1.36	1.78	3	266.5	2.4273237864	3	5	2	on	off	off
10. брить (shave tr)	verb	NR	93	0.45	2.24	3.15	2.29	1.22	3.51	3.4	0.6434526765	2	6	2	off	on	on
11. бриться (shave intr)	verb	NR	98	0.14	1.92	3.96	1.23	1.26	3.03	5.5	0.8129133566	3	7	1	on	on	on
12. буксовать (skid)	verb	NR	54	2.53	3.04	2.93	3.02	1.54	4.38	1.7	0.4313637642	3	8	1	off	off	off
13. варить (boil (cook by boiling))	verb	NR	48	1.64	2.44	4.69	3.07	1.63	1.99	29.3	1.4814426285	2	5	2	off	on	off
14. вариться (be boiled (cooked by boiling))	verb	NR	73	1.41	2.28	4.63	1.67	1.49	4.07	3.7	0.6720978579	3	7	1	on	off	off
15. вбегать (run into)	verb	NR	70	1.56	2.89	4.16	1.96	1.27	4.6	2.8	0.5797835966	3	8	1	off	off	off
16. везти (drag)	verb	NR	47	1.97	3.03	3.83	1.72	1.52	3.61	47	1.6812412374	2	5	2	off	on	off
17. вести (drive)	verb	NR	54	1.93	3.09	4.28	2.73	1.13	4.82	280.3	2.4491697322	2	5	2	off	off	off
18. вешать (hang tr)	verb	NR	88	0.76	2.66	4.89	1.74	1.15	4.39	12	1.1139433523	3	7	2	off	off	off
19. взвешивать (weight tr)	verb	NR	90	0.56	3.13	3.21	2.22	1.24	4.25	4.3	0.7242758696	4	11	2	off	on	on
20. взвешиваться (weight intr)	verb	NR	97	0.24	2.54	4.13	2.55	1.12	4.67	0.4	0.1461280357	5	12	1	on	on	on
21. взламывать (break open)	verb	NR	89	0.74	2.81	2.61	3.14	1.42	4.14	1.2	0.3424226808	4	11	2	off	on	off
22. взлетать (fly up)	verb	NR	96	0.32	3	3.62	2.01	1.19	4.43	9.9	1.0374264979	3	9	1	off	off	off
23. взрывать (blow up)	verb	NR	85	0.84	3.17	2.45	2.62	1.42	4.11	5.1	0.785329835	3	9	2	off	on	off
24. висеть (hang intr)	verb	NR	72	2.02	2.95	3.27	1.66	1.25	3.24	81.3	1.9153998352	2	5	1	off	off	off
25. вить (nest)	verb	NR	72	1.55	2.83	3.2	2.89	1.94	3.37	2.2	0.5051499783	1	4	2	off	off	off
26. вспоминать (remember)	verb	NR	37	3.07	3.37	4.46	2.01	2.06	3.31	135.9	2.1364034481	4	11	2	off	off	off
27. вставать (get up)	verb	NR	75	1.44	2.57	4.79	1.12	1.12	3.58	69.1	1.845718018	2	7	1	off	off	off
28. выбивать (beat out)	verb	NR	89	0.75	3.08	3.03	2.26	1.52	4.29	7	0.903089987	4	9	2	off	on	on
29. выбрасывать (throw away)	verb	NR	64	1.62	2.91	4.61	1.58	1.13	4.18	14.4	1.1875207208	5	12	2	off	off	off
30. выгуливать (walk (a dog))	verb	NR	96	0.3	3	3.91	2.43	1.16	4.8	1.6	0.414973348	5	11	2	off	on	off
31. выдавливать (squeeze out)	verb	NR	37	2.45	2.6	3.82	2.22	1.38	3.13	3.9	0.69019608	5	12	2	off	off	off
32. выезжать (drive out)	verb	NR	90	0.67	3.17	3.81	2.29	1.66	3.78	19.5	1.3117538611	4	9	1	off	off	off
33. выжимать (wring out)	verb	NR	54	1.5	2.59	3.94	1.86	1.17	4.72	3.8	0.6812412374	4	9	2	off	off	off
34. вылетать (fly out)	verb	NR	98	0.14	2.24	2.89	1.86	1.24	4.42	10.2	1.0492180227	4	9	1	off	off	off
35. выливать (pour out)	verb	NR	82	1.04	2.55	4.17	1.69	1.12	4.47	2.5	0.5440680444	4	9	2	off	off	off
36. выплывать (sail out)	verb	NR	53	1.64	3.48	2.76	2.27	1.62	3	3.1	0.6127838567	4	10	1	off	off	off
37. выползать (crawl out)	verb	NR	76	1.5	2.88	2.8	1.8	1.24	4.01	4	0.6989700043	4	10	1	off	off	off
38. выпрыгивать (jump out)	verb	NR	88	0.74	2.64	3.05	2.03	1.32	3.45	2.5	0.5440680444	5	12	1	off	off	off
39. вырезать (cut out)	verb	NR	98	0.14	1.85	3.92	1.65	1.13	4.82	19.9	1.3201462861	4	9	2	off	on	off
40. высиживать (hatch)	verb	NR	86	0.9	2.54	2.98	2.44	1.35	4.74	0.9	0.278753601	5	11	2	off	off	off
41. высыпать (pour out (about dry substances))	verb	NR	72	1.54	2.68	4.11	1.81	1.16	4.23	7.7	0.9395192526	4	9	2	off	off	off
42. вытирать (wipe tr)	verb	NR	43	2.07	2.39	4.53	1.83	1.21	4.14	15.5	1.2174839442	4	9	2	off	on	off
43. вытираться (wipe intr)	verb	NR	87	0.71	2.28	4.66	1.59	1.14	4.61	0.8	0.2552725051	5	10	1	on	on	off
44. выть (howl)	verb	NR	94	0.46	2.36	3.02	2.08	1.42	4.55	12	1.1139433523	2	5	1	off	off	off
45. выходить (walk out)	verb	NR	79	1.06	2.96	4.7	1.47	1.12	4.39	201.6	2.306639441	3	7	1	off	off	off
46. вышивать (embroider)	verb	NR	98	0.16	2.64	3.4	2.2	1.08	4.74	2.3	0.5185139399	4	9	2	off	on	off
47. вязать (knit)	verb	NR	99	0.08	2.41	3.46	2	1.12	4.53	8.5	0.9777236053	2	5	2	off	on	off
48. вянуть (fade)	verb	NR	39	2.36	2.23	3.42	2.12	1.24	4.66	1.5	0.3979400087	2	5	1	off	off	off
49. гадать (tell fortunes)	verb	NR	66	1.45	3.14	3.21	2.71	1.49	4.33	13.5	1.1613680022	3	7	1	off	on	off
50. гладить (stroke)	verb	NR	91	0.54	2.65	4.68	1.73	1.11	3.58	19.1	1.3031960574	2	6	2	off	off	off
51. гладить (iron)	verb	NR	97	0.22	2.42	4.43	1.5	1.12	4.32	19.1	1.3031960574	2	6	2	off	on	off
52. гнаться (chase)	verb	NR	35	2.39	2.49	3.11	1.94	1.21	4.1	5.9	0.8388490907	3	6	2	on	off	off
53. гнуть (bend)	verb	NR	65	1.36	2.17	2.54	1.91	1.35	4.45	5.6	0.8195439355	1	4	2	off	off	off
54. голосовать (vote)	verb	NR	79	1.36	3.68	3.53	3.35	1.56	3.32	22.8	1.3765769571	4	9	1	off	off	off
55. гореть (burn)	verb	NR	95	0.4	1.69	4.05	1.7	1.19	4.33	76.6	1.8898617213	2	5	1	off	off	off
56. готовить (cook)	verb	NR	88	0.76	3.57	4.77	1.71	1.4	4.53	76.7	1.8904210188	3	7	2	off	on	off
57. грести (raw)	verb	NR	84	0.79	2.6	3.02	2.6	1.3	4.51	5.7	0.8260748027	2	6	1	off	on	off
58. греться (warm up)	verb	NR	76	1.24	3.17	4.05	1.83	1.66	3.73	6.7	0.8864907252	3	7	1	on	off	off
59. грузить (load)	verb	NR	39	3.2	3.14	3.05	2.24	1.47	3.81	7.5	0.9294189257	2	6	2	off	on	off
60. грустить (be sad)	verb	NR	38	3.23	2.45	4.07	1.99	1.7	4.28	5	0.7781512504	2	7	1	off	off	off
61. грызть (gnaw)	verb	NR	71	1.63	2.63	3.62	1.76	1.19	2.91	10.4	1.0569048513	2	6	2	off	off	off
62. гулять (walk intr)	verb	NR	52	1.49	2.85	4.1	1.53	1.08	4.27	59.5	1.7817553747	3	7	1	off	off	off
63. давать (give)	verb	NR	36	2.3	2.25	4.53	1.93	1.61	2.71	370.7	2.5701925611	2	5	2	off	off	off
64. давить (crush)	verb	NR	47	3.08	3.26	2.52	1.92	1.68	1.96	24.6	1.4082399653	2	5	2	off	off	off
65. дарить (give as a gift)	verb	NR	88	0.84	2.15	4.26	1.5	1.21	4.58	22.3	1.367355921	2	5	2	off	off	off
66. двигать (move)	verb	NR	57	1.77	2.86	3.7	1.61	1.51	4.22	14.3	1.1846914308	3	8	2	off	off	off
67. дергать (pull)	verb	NR	88	0.83	2.37	3.37	1.58	1.17	4.2	12.9	1.1430148003	3	8	2	off	off	off
68. держать (hold)	verb	NR	44	2.84	2.55	4.1	1.33	1.3	3.37	196.5	2.2955671	2	6	2	off	off	off
69. дирижировать (conduct)	verb	NR	100	0	2.21	3.09	2.8	1.7	3.11	4.3	0.7242758696	5	11	1	off	on	off
70. дирижировать (conduct)	verb	NR	92	0.55	3.13	3.17	2.91	1.19	4.8	4.3	0.7242758696	5	11	2	off	off	off
71. доить (milk)	verb	NR	99	0.08	3	2.56	2.06	1.14	4.96	3.2	0.6232492904	2	4	2	off	off	off
72. драться (fight)	verb	NR	90	0.73	3.22	3.61	1.52	1.09	3	21.8	1.357934847	3	6	1	on	off	off
73. дудеть (blow (a music instrument))	verb	NR	63	1.74	1.95	3.01	1.91	1.26	4.72	0.9	0.278753601	2	5	1	off	on	on
74. думать (think)	verb	NR	79	1.46	2.12	4.85	1.87	1.68	4.01	755.5	2.8788089324	3	7	1	off	off	off
75. дуть (blow)	verb	NR	76	1.03	2.55	4.31	1.49	1.11	4.04	18.9	1.2988530764	2	5	1	off	off	off
76. душить (strangle)	verb	NR	95	0.38	2.44	2.29	1.28	1.24	4.4	10	1.0413926852	2	5	2	off	on	off
77. душить (strangle)	verb	NR	85	1.16	2.62	2.39	2.42	1.18	4.45	10	1.0413926852	2	5	2	off	off	off
78. душиться (use perfume)	verb	NR	71	1.77	2.39	4.48	2.67	1.39	4.65	0.5	0.1760912591	3	6	1	on	on	on
79. есть (eat)	verb	NR	84	0.86	2.43	4.84	1.09	1.3	3.99	94.7	1.9809119378	1	4	2	off	on	off
80. есть (eat)	verb	NR	71	1.92	2.5	4.13	1.07	1	2.88	94.7	1.9809119378	1	4	2	off	off	off
81. ехать (ride)	verb	NR	45	2.19	2.68	3.46	1.21	1.15	3.49	198.2	2.2992893341	2	5	1	off	on	off
82. жалить (sting)	verb	NR	80	1.21	2.3	3.62	2.05	1.22	4.83	2.1	0.4913616938	2	5	2	off	off	off
83. жарить (roast)	verb	NR	84	0.84	2.99	3.85	1.95	1.16	3.06	8.8	0.9912260757	2	5	2	off	on	off
84. ждать (wait)	verb	NR	79	0.91	2.94	4.72	1.79	1.62	3.39	360.2	2.5577477416	1	4	2	off	off	off
85. жениться (get married)	verb	NR	76	1.52	3.09	3.42	2.11	1.55	4.66	50	1.7075701761	3	6	1	on	off	off
86. жонглировать (juggle)	verb	NR	96	0.28	2.49	2.78	2.48	1.11	4.75	1.4	0.3802112417	4	11	2	off	off	off
87. забивать (hammer in)	verb	NR	79	1.33	2.96	3.44	2.28	1.28	4.6	8.7	0.9867717343	4	9	2	off	on	off
88. заводить (wind up)	verb	NR	95	0.38	2.09	3.44	2.1	1.69	3.67	17.1	1.2576785749	3	7	2	off	on	off
89. завязывать (tie)	verb	NR	93	0.41	2.91	4.14	1.67	1.1	2.99	4.9	0.7708520116	5	11	2	off	on	off
90. завязывать (tie up)	verb	NR	95	0.36	2.65	2.93	1.45	1.22	2.49	4.9	0.7708520116	5	11	2	off	off	off
91. загорать (sunbathe)	verb	NR	94	0.43	2.49	4.22	2.24	1.18	4.54	5.9	0.8388490907	4	9	1	off	off	off
93. зажигать (light tr)	verb	NR	93	0.45	3.56	3.64	1.79	1.32	3.41	9.2	1.0086001718	4	9	2	off	on	on
94. заклеивать (seal up)	verb	NR	83	0.98	2.69	3.74	2.06	1.17	3.71	1	0.3010299957	5	11	2	off	on	off
95. заколачивать (board up)	verb	NR	89	0.7	2.89	2.45	2.26	1.29	4.09	1	0.3010299957	6	13	2	off	on	off
96. закрашивать (paint over)	verb	NR	68	1.54	3.15	3.22	1.66	1.11	3.34	0.4	0.1461280357	5	12	2	off	on	off
97. закрывать (close)	verb	NR	91	0.68	2.53	4.7	1.38	1.21	3.79	36.4	1.5728716022	4	10	2	off	off	off
100. заправлять (fill up)	verb	NR	85	0.71	3.1	3.93	2.22	1.32	2.56	4.1	0.7075701761	4	11	2	off	on	off
101. запрыгивать (jump in)	verb	NR	77	1.22	2.57	2.9	1.84	1.29	3.1	0.5	0.1760912591	5	12	1	off	off	off
102. заряжать (load)	verb	NR	87	0.87	2.58	2.7	1.33	1.1	4.08	3.6	0.6627578317	4	9	2	off	off	off
103. застегивать (buckle)	verb	NR	59	1.8	2.39	3.7	1.32	1.12	2.82	3	0.6020599913	5	12	2	off	off	off
104. затыкать (plug)	verb	NR	58	2.57	2.34	3.55	2.33	1.39	2.85	3	0.6020599913	4	9	2	off	off	off
105. затыкать (plug)	verb	NR	51	2.2	3.64	2.76	2.26	1.66	2.96	3	0.6020599913	4	9	2	off	on	off
106. звать (call)	verb	NR	39	2.16	2.79	3.58	1.27	1.29	4.17	131.3	2.1215598442	2	5	2	off	off	off
107. звонить (ring)	verb	NR	97	0.22	2.12	4.68	2.95	1.73	2.81	115.4	2.0659529803	2	6	1	off	on	on
108. здороваться (greet)	verb	NR	56	1.85	2.29	4.67	1.49	1.21	4.48	12.1	1.1172712957	5	11	1	on	off	off
109. зевать (yawn)	verb	NR	91	0.67	1.93	4.81	1.76	1.03	4.91	7.5	0.9294189257	3	7	1	off	off	off
110. злиться (be angry)	verb	NR	81	0.96	2.59	4.31	1.86	1.52	4.45	14.9	1.2013971243	2	5	1	on	off	off
111. играть (play)	verb	NR	90	0.63	2.99	4.17	1.13	1.12	4.67	319.1	2.5052856741	3	7	1	off	on	on
